Date,Open,High,Low,Close,Volume
1/1/13,5937.65,5963.9,5935.2,5950.85,77902745
1/2/13,5982.6,6006.05,5982,5993.25,116057389
1/3/13,6015.8,6017,5986.55,6009.5,99989933
1/4/13,6011.95,6020.75,5981.55,6016.15,113232990
1/7/13,6042.15,6042.15,5977.15,5988.4,110248018
1/8/13,5983.45,6007.05,5964.4,6001.7,109937502
1/9/13,6006.2,6020.1,5958.45,5971.5,129635568
1/10/13,5998.8,6005.15,5947.3,5968.65,129767384
1/11/13,6012.4,6018.85,5940.6,5951.3,128022002
1/14/13,5967.2,6036.9,5962.15,6024.05,134711348
1/15/13,6037.85,6068.5,6018.6,6056.6,138364003
1/16/13,6049,6055.95,5992.05,6001.85,128985952
1/17/13,6001.25,6053.2,5988.1,6039.2,178954867
1/18/13,6059.85,6083.4,6048.3,6064.4,186460701
1/21/13,6085.75,6094.35,6065.1,6082.3,130866385
1/22/13,6080.15,6101.3,6040.5,6048.5,129041713
1/23/13,6052.85,6069.8,6021.15,6054.3,136989190
1/24/13,6046.2,6065.3,6007.85,6019.35,185210189
1/25/13,6024.5,6080.55,6014.45,6074.65,147587200
1/28/13,6082.1,6088.4,6061.4,6074.8,113113004
1/29/13,6064.7,6111.8,6042.45,6049.9,157553752
1/30/13,6065,6071.95,6044.15,6055.75,124222858
1/31/13,6045.65,6058.05,6025.15,6034.75,168516750
2/1/13,6040.95,6052.95,5983.2,5998.9,159271140
2/4/13,6025.2,6038.5,5981.25,5987.25,141741868
2/5/13,5948.2,5970.35,5946.9,5956.9,136227506
2/6/13,5988.05,5990.9,5953.15,5959.2,157815926
2/7/13,5936.45,5978.5,5927.6,5938.8,157647191
2/8/13,5929.1,5953.7,5883.65,5903.5,192607376
2/11/13,5920.05,5924.15,5879.1,5897.85,121958667
2/12/13,5894.35,5927.65,5886.45,5922.5,142844560
2/13/13,5943.15,5969.5,5922.95,5932.95,142636632
2/14/13,5933.2,5940.2,5884.55,5896.95,143830565
2/15/13,5869.95,5899.95,5853.9,5887.4,125091945
2/18/13,5888.65,5911,5878.45,5898.2,114284193
2/19/13,5900.2,5947.55,5883.15,5939.7,100984778
2/20/13,5966.3,5971,5937.55,5943.05,135354164
2/21/13,5909.65,5921.15,5844.4,5852.25,159401234
2/22/13,5837.95,5873.8,5835.8,5850.3,157046865
2/25/13,5870.55,5878.4,5825,5854.75,125128736
2/26/13,5838.3,5838.85,5748.6,5761.35,157360222
